vol.	page	parva	adhy.	from v.	to v.	ipage	remarks
4	71	7	30	28	42	30b	
4	71	7	31	1	6	30b	
4	72	7	31	7	29	31a	
4	72	7	32	1	1	31a	
4	73	7	32	2	23	31b	
4	74	7	32	24	45	32a	
4	75	7	32	46	70	32b	
4	76	7	32	71	80	33a	
4	76	7	33	1	9	33a	
4	77	7	33	10	28	33b	
4	77	7	34	1	2	33b	
4	78	7	34	3	25	34a	
4	79	7	35	1	23	34b	
4	80	7	35	24	32	35a	
4	80	7	36	1	13	35a	
4	81	7	36	14	38	35b	
4	82	7	36	39	46	36a	
4	82	7	37	1	15	36a	
4	83	7	37	16	37	36b	
4	84	7	38	1	23	37a	
4	85	7	38	24	24	37b	
4	85	7	39	1	21	37b	
4	86	7	39	22	31	38a	
4	86	7	40	1	12	38a	
4	87	7	40	13	35	38a	
4	88	7	40	36	37	38b	
4	88	7	41	1	20	38b	
4	89	7	41	21	26	39a	
4	89	7	42	1	15	39a	
4	90	7	42	16	22	39b	
4	90	7	43	1	15	39b	
4	91	7	43	16	19	40a	
4	91	7	44	1	19	40a	
4	92	7	44	20	21	40b	
4	92	7	45	1	21	41a	
4	93	7	45	22	30	41b	
4	93	7	46	1	13	41b	
4	94	7	46	14	27	42a	
4	94	7	47	1	8	42a	
4	95	7	47	9	25	42b	
4	95	7	48	1	7	42b	
4	96	7	48	8	32	43a	
4	97	7	48	33	41	43b	
4	97	7	49	1	13	43b	
4	98	7	49	14	38	44a	
4	99	7	49	39	39	44b	
4	99	7	50	1	14	44b	
4	100	7	50	15	15	45a	
4	100	7	51	1	20	45a	
4	101	7	51	21	21	45b	
4	101	7	52	1	17	45b	
4	102	7	52	18	40	46a	
4	103	7	52	41	45	46b	
4	103	7	53	1	14	46b	
4	104	7	53	15	23	47a	
4	104	7	54	1	11	47a	
4	105	7	54	12	35	47b	
4	106	7	54	36	49	48a	
4	107	7	54	50	58	48b	
4	107	7	55	1	7	48b	
4	108	7	55	8	27	49a	
4	109	7	55	28	49	49b	
4	110	7	55	50	50	50a	
4	110	7	56	1	12	50a	
4	110	7	57	1	4	50a	
4	111	7	57	5	12	50b	
4	111	7	58	1	12	50b	
4	112	7	58	13	15	51a	
4	112	7	59	1	18	51a	
4	113	7	59	19	25	51b	
4	113	7	60	1	11	51b	
4	114	7	60	12	14	52a	
4	114	7	61	1	12	52a	
4	115	7	62	1	20	52b	
4	116	7	63	1	11	53a	
4	116	7	64	1	10	53a	
4	117	7	64	11	17	53b	
4	117	7	65	1	12	53b	
4	118	7	66	1	21	54a	
4	118	7	67	1	1	54a	
4	119	7	67	2	21	54b	
4	120	7	68	1	16	55a	
4	120	7	69	1	3	55a	
4	121	7	69	4	27	55b	
4	122	7	69	28	33	56a	
4	122	7	70	1	15	56a	
4	123	7	70	16	25	56b	
4	123	7	71	1	11	56b	
4	124	7	71	12	26	57a	
4	124	7	72	1	4	57a	
4	125	7	72	5	27	57b	
4	126	7	72	28	53	58a	
4	127	7	72	54	78	58b	
4	128	7	72	79	88	59a	
4	128	7	73	1	13	59a	
4	129	7	73	14	36	59b	
4	130	7	73	37	53	60a	
4	130	7	74	1	4	60a	
4	131	7	74	5	27	60b	
4	132	7	74	28	35	61a	
4	132	7	75	1	14	61a	
4	133	7	75	15	31	61b	
4	133	7	76	1	5	61b	
4	134	7	76	6	27	62a	
4	135	7	77	1	25	62b	
4	136	7	77	26	26	63a	
4	136	7	78	1	21	63a	
4	137	7	78	22	43	63b	
4	138	7	78	44	44	64a	
4	138	7	79	1	21	64a	
4	139	7	79	22	44	64b	
4	140	7	80	1	24	65a	
4	141	7	80	25	46	65b	
4	142	7	80	47	64	66a	
4	143	7	80	65	65	66b	
4	143	7	81	1	20	66b	
4	144	7	81	21	25	67a	
4	144	7	82	1	15	67a	
4	145	7	82	16	35	67b	
4	146	7	83	1	24	68a	
4	147	7	83	25	28	68b	
4	147	7	84	1	18	68b	
4	148	7	84	19	35	69a	
4	148	7	85	1	5	69a	
4	149	7	85	6	29	69b	
4	150	7	85	30	52	70a	
4	151	7	85	53	54	70b	
4	151	7	86	1	20	70b	
4	152	7	86	21	23	71a	
4	152	7	87	1	19	71a	
4	153	7	87	20	34	71b	
4	153	7	88	1	5	71b	
4	154	7	88	6	28	72a	
4	155	7	88	29	29	72b	
4	155	7	89	1	22	72b	
4	156	7	89	23	33	73a	
4	156	7	90	1	12	73a	
4	157	7	90	13	34	73b	
4	157	7	91	1	1	73b	
4	158	7	91	2	24	74a	
4	159	7	91	25	44	74b	
4	159	7	92	1	2	74b	
4	160	7	92	3	26	75a	
4	161	7	92	27	51	75b	
4	162	7	92	52	75	76a	
4	163	7	92	76	76	76b	
4	163	7	93	1	21	76b	
4	164	7	93	22	45	77a	
4	165	7	93	46	68	77b	
4	166	7	93	69	70	78a	
4	166	7	94	1	20	78a	
4	167	7	94	21	44	78b	
4	168	7	94	45	67	79a	
4	169	7	94	68	76	79b	
4	169	7	95	1	14	79b	
4	170	7	95	15	38	80a	
4	171	7	95	39	51	80b	
4	171	7	96	1	10	80b	
4	172	7	96	11	31	81a	
4	172	7	97	1	2	81a	
4	173	7	97	3	26	81b	
4	174	7	97	27	36	82a	
4	174	7	98	1	13	82a	
4	175	7	98	14	35	82b	
4	176	7	98	36	57	83a	
4	177	7	99	1	24	83b	
4	178	7	99	25	48	84a	
4	179	7	99	49	63	84b	
4	179	7	100	1	5	84b	
4	180	7	100	6	29	85a	
4	181	7	100	30	37	85b	
4	181	7	101	1	14	85b	
4	182	7	101	15	36	86a	
4	183	7	101	37	42	86b	
4	183	7	102	1	17	86b	
4	184	7	102	18	38	87a	
4	184	7	103	1	2	87a	
4	185	7	103	3	27	87b	
4	186	7	103	28	49	88a	
4	187	7	104	1	22	88b	
4	188	7	104	23	35	89a	
4	188	7	105	1	9	89a	
4	189	7	105	10	33	89b	
4	190	7	105	34	38	90a	
4	190	7	106	1	17	90a	
4	191	7	106	18	42	90b	
4	192	7	106	43	47	91a	
4	192	7	107	1	18	91a	
4	193	7	107	19	39	91b	
4	193	7	108	1	1	91b	
4	194	7	108	2	27	92a	
4	195	7	108	28	44	92b	
4	195	7	109	1	5	92b	
4	196	7	109	6	30	93a	
4	197	7	109	31	37	93b	
4	197	7	110	1	15	93b	
4	198	7	110	16	40	94a	
4	199	7	110	41	63	94b	
4	200	7	110	64	87	95a	
4	201	7	110	88	103	95b	
4	201	7	111	1	6	95b	
4	202	7	111	7	30	96a	
4	203	7	111	31	51	96b	
4	203	7	112	1	1	96b	
4	204	7	112	2	25	97a	
4	205	7	112	26	48	97b	
4	206	7	112	49	71	98a	
4	207	7	112	72	80	98b	
4	207	7	113	1	13	98b	
4	208	7	113	14	37	99a	
4	209	7	113	38	62	99b	
4	210	7	113	63	67	100a	
4	210	7	114	1	14	100a	
4	211	7	114	15	38	100b	
4	212	7	114	39	62	101a	
4	213	7	114	63	87	101b	
4	214	7	114	88	103	102a	
4	214	7	115	1	6	102a	
4	215	7	115	7	31	102b	
4	216	7	115	32	55	103a	
4	217	7	115	56	61	103b	
4	217	7	116	1	16	103b	
4	218	7	116	17	41	104a	
4	219	7	116	42	46	104b	
4	219	7	117	1	17	104b	
4	220	7	117	18	36	105a	
4	220	7	118	1	2	105a	
4	221	7	118	3	18	105b	
4	221	7	119	1	2	105b	
4	222	7	119	3	27	106a	
4	223	7	119	28	49	106b	
4	224	7	119	50	55	107a	
4	224	7	120	1	16	107a	
4	225	7	120	17	41	107b	
4	226	7	120	42	47	108a	
4	226	7	121	1	15	108a	
4	227	7	121	16	34	108b	
4	228	7	121	35	57	109a	
4	229	7	121	58	58	109b	
4	229	7	122	1	21	109b	
4	230	7	122	22	47	110a	
4	231	7	122	48	72	110b	
4	232	7	122	73	73	111a	
4	232	7	123	1	21	111a	
4	233	7	123	22	37	111b	
4	233	7	124	1	6	111b	
4	234	7	124	7	31	112a	
4	235	7	124	32	47	112b	
4	235	7	125	1	7	112b	
4	236	7	125	8	32	113a	
4	237	7	125	33	57	113b	
4	238	7	125	58	78	114a	
4	238	7	126	1	1	114a	
4	239	7	126	2	25	114b	
4	240	7	126	26	48	115a	
4	241	7	126	49	49	115b	
4	241	7	127	1	19	115b	
4	242	7	127	20	43	116a	
4	243	7	127	44	69	116b	
4	244	7	127	70	74	117a	
4	244	7	128	1	17	117a	
4	245	7	128	18	43	117b	
4	246	7	128	44	56	118a	
4	246	7	129	1	9	118a	
4	247	7	129	10	33	118b	
4	248	7	129	34	39	119a	
4	248	7	130	1	16	119a	
4	249	7	130	17	41	119b	
4	250	7	130	42	44	120a	
4	250	7	131	1	19	120a	
4	251	7	131	20	44	120b	
4	252	7	131	45	58	121a	
4	252	7	132	1	8	121a	
4	253	7	132	9	33	121b	
4	254	7	132	34	43	122a	
4	254	7	133	1	12	122a	
4	255	7	133	13	37	122b	
4	256	7	133	38	45	123a	
4	256	7	134	1	15	123a	
4	257	7	134	16	35	123b	
4	257	7	135	1	3	123b	
4	258	7	135	4	27	124a	
4	259	7	135	28	40	124b	
4	259	7	136	1	9	124b	
4	260	7	136	10	34	125a	
4	261	7	136	35	40	125b	
4	261	7	137	1	16	125b	
4	262	7	137	17	41	126a	
4	263	7	137	42	53	126b	
4	263	7	138	1	10	126b	
4	264	7	138	11	29	127a	
4	264	7	139	1	4	127a	
4	265	7	139	5	30	127b	
4	266	7	139	31	55	128a	
4	267	7	139	56	80	128b	
4	268	7	139	81	104	129a	
4	269	7	139	105	125	129b	
4	269	7	140	1	1	129b	
4	270	7	140	2	21	130a	
4	271	7	140	22	25	130b	
4	271	7	141	1	17	130b	
4	272	7	141	18	37	131a	
4	272	7	142	1	2	131a	
4	273	7	142	3	26	131b	
4	274	7	142	27	48	132a	
4	275	7	142	49	71	132b	
4	276	7	142	72	72	133a	
4	276	7	143	1	21	133a	
4	277	7	143	22	45	133b	
4	278	7	143	46	67	134a	
4	279	7	143	68	72	134b	
4	279	7	144	1	16	134b	
4	280	7	144	17	29	135a	
4	280	7	145	1	6	135a	
4	281	7	145	7	30	135b	
4	282	7	145	31	55	136a	
4	283	7	145	56	80	136b	
4	284	7	145	81	98	137a	
4	284	7	146	1	1	137a	
4	285	7	146	2	27	137b	
4	286	7	146	28	51	138a	
4	287	7	146	52	76	138b	
4	288	7	146	77	101	139a	
4	289	7	146	102	127	139b	
4	290	7	146	128	144	140a	
4	290	7	147	1	5	140a	
4	291	7	147	6	27	140b	
4	292	7	147	28	50	141a	
4	293	7	147	51	74	141b	
4	294	7	147	75	92	142a	
4	294	7	148	1	3	142a	
4	295	7	148	4	28	142b	
4	296	7	148	29	53	143a	
4	297	7	148	54	59	143b	
4	297	7	149	1	15	143b	
4	298	7	149	16	30	144a	
4	299	7	149	31	55	144b	
4	300	7	149	56	62	145a	
4	300	7	150	1	15	145a	
4	301	7	150	16	36	145b	
4	301	7	151	1	1	145b	
4	302	7	151	2	25	146a	
4	303	7	151	26	41	146b	
4	303	7	152	1	6	146b	
4	304	7	152	7	28	147a	
4	305	7	152	29	36	147b	
4	305	7	153	1	11	147b	
4	306	7	153	12	36	148a	
4	307	7	153	37	44	148b	
4	307	7	154	1	12	148b	
4	308	7	154	13	36	149a	
4	309	7	154	37	41	149b	
4	309	7	155	1	16	149b	
4	310	7	155	17	42	150a	
4	311	7	155	43	46	150b	
4	311	7	156	1	16	150b	
4	312	7	156	17	40	151a	
4	313	7	156	41	64	151b	
4	314	7	156	65	89	152a	
4	315	7	156	90	112	152b	
4	316	7	156	113	136	153a	
4	317	7	156	137	161	153b	
4	318	7	156	162	186	154a	
4	319	7	156	187	190	154b	
4	319	7	157	1	18	154b	
4	320	7	157	19	42	155a	
4	321	7	157	43	49	155b	
4	321	7	158	1	16	155b	
4	322	7	158	17	42	156a	
4	323	7	158	43	68	156b	
4	324	7	158	69	90	157a	
4	324	7	159	1	18	157a	
4	325	7	159	19	44	157b	
4	326	7	159	45	69	158a	
4	327	7	159	70	94	158b	
4	328	7	159	95	100	159a	
4	328	7	160	1	15	159a	
4	329	7	160	16	41	159b	
4	330	7	160	42	60	160a	
4	330	7	161	1	3	160a	
4	331	7	161	4	19	160b	
4	331	7	162	1	6	160b	
4	332	7	162	7	31	161a	
4	333	7	162	32	54	161b	
4	334	7	162	55	55	162a	
4	334	7	163	1	16	162a	
4	335	7	163	17	35	162b	
4	336	7	163	36	37	163a	
4	336	7	164	1	19	163a	
4	337	7	164	20	36	163b	
4	337	7	165	1	5	163b	
4	338	7	165	6	29	164a	
4	339	7	165	30	41	164b	
4	339	7	166	1	10	164b	
4	340	7	166	11	34	165a	
4	341	7	166	35	59	165b	
4	342	7	166	60	64	166a	
4	342	7	167	1	17	166a	
4	343	7	167	18	43	166b	
4	344	7	167	44	50	167a	
4	344	7	168	1	15	167a	
4	345	7	168	16	41	167b	
4	346	7	168	42	47	168a	
4	346	7	169	1	16	168a	
4	347	7	169	17	40	168b	
4	348	7	169	41	50	169a	
4	348	7	170	1	12	169a	
4	349	7	170	13	34	169b	
4	350	7	170	35	59	170a	
4	351	7	170	60	70	170b	
4	351	7	171	1	11	170b	
4	352	7	171	12	37	171a	
4	353	7	171	38	54	171b	
4	353	7	172	1	5	171b	
4	354	7	172	6	29	172a	
4	355	7	172	30	41	172b	
4	355	7	173	1	10	172b	
4	356	7	173	11	33	173a	
4	357	7	173	34	57	173b	
4	358	7	173	58	68	174a	
4	358	7	174	1	10	174a	
4	359	7	174	11	36	174b	
4	360	7	174	37	45	175a	
4	360	7	175	1	9	175a	
4	361	7	175	10	31	175b	
4	362	7	175	32	55	176a	
4	363	7	175	56	81	176b	
4	364	7	175	82	105	177a	
4	365	7	175	106	114	177b	
4	365	7	176	1	13	177b	
4	366	7	176	14	22	178a	
4	366	7	177	1	12	178a	
4	367	7	177	13	38	178b	
4	368	7	177	39	48	179a	
4	368	7	178	1	12	179a	
4	369	7	178	13	36	179b	
4	370	7	178	37	40	180a	
4	370	7	179	1	16	180a	
4	371	7	179	17	34	180b	
4	372	7	179	35	53	181a	
4	373	7	179	54	64	181b	
4	373	7	180	1	8	181b	
4	374	7	180	9	31	181a	
4	375	7	180	32	33	182b	
4	375	7	181	1	17	182b	
4	376	7	181	18	33	183a	
4	376	7	182	1	6	183a	
4	377	7	182	7	28	183b	
4	378	7	182	29	47	184a	
4	378	7	183	1	1	184a	
4	379	7	183	2	26	184b	
4	380	7	183	27	50	185a	
4	381	7	183	51	67	185b	
4	381	7	184	1	4	185b	
4	382	7	184	5	30	186a	
4	383	7	184	31	54	186b	
4	384	7	184	55	56	187a	
4	384	7	185	1	20	187a	
4	385	7	185	21	37	187b	
4	385	7	186	1	3	187b	
4	386	7	186	4	28	188a	
4	387	7	186	29	50	188b	
4	388	7	186	51	60	189a	
4	388	7	187	1	10	189a	
4	389	7	187	11	30	189b	
4	390	7	187	31	54	190a	
4	391	7	187	55	55	190b	
4	391	7	188	1	21	190b	
4	392	7	188	22	45	191a	
4	393	7	188	46	54	191b	
4	393	7	189	1	11	191b	
4	394	7	189	12	32	192a	
4	395	7	189	33	58	192b	
4	396	7	189	59	66	193a	
4	396	7	190	1	14	193a	
4	397	7	190	15	39	193a	
4	398	7	190	40	59	193b	
4	398	7	191	1	2	193b	
4	399	7	191	3	28	194a	
4	400	7	191	29	45	194b	
4	401	7	191	46	53	195a	
4	401	7	192	1	14	195a	
4	402	7	192	15	37	195b	
4	403	7	192	38	58	196a	
4	404	7	192	59	82	196b	
4	405	7	192	83	84	197a	
4	405	7	193	1	20	197a	
4	406	7	193	21	45	197b	
4	407	7	193	46	69	198a	
4	408	7	193	70	70	198b	
4	408	7	194	1	15	198b	
4	408	7	195	1	5	198b	
4	408x	7	---	---	---	199a	no scan
4	408y	7	---	---	---	199b	no scan
4	408z	7	---	---	---	200a	no scan
4	409	7	196	1	23	200b	
4	410	7	196	24	47	201a	
4	411	7	196	48	53	201b	
4	411	7	197	1	16	201b	
4	412	7	197	17	41	202a	
4	413	7	197	42	44	202b	
4	413	7	198	1	18	202b	
4	414	7	198	19	44	203a	
4	415	7	198	45	67	203b	
4	416	7	198	68	68	204a	
4	416	7	199	1	21	204a	
4	417	7	199	22	45	204b	
4	418	7	199	46	63	205a	
4	418	7	200	1	4	205a	
4	419	7	200	5	28	205b	
4	420	7	200	29	53	206a	
4	421	7	200	54	79	206b	
4	422	7	200	80	102	207a	
4	423	7	200	103	127	207b	
4	424	7	200	128	131	208a	
4	424	7	201	1	14	208a	
4	425	7	201	15	38	208b	
4	426	7	201	39	60	209a	
4	427	7	201	61	74	209b	
4	428	7	201	75	83	210a	
4	429	7	201	84	100	210b	
4	430	7	202	1	17	211a	
4	431	7	202	18	36	211b	
4	432	7	202	37	49	212a	
4	433	7	202	50	71	212b	
4	434	7	202	72	86	213a	
4	435	7	202	87	110	213b	
4	436	7	202	111	122	214a	
4	437	7	202	123	133	214b	
4	438	7	202	134	145	215a	
4	439	7	202	146	158	215b	
4	440	7	---	---	---	---	
4	441	7	---	---	---	---	
4	442	8	---	---	---	---	
4	443	8	---	---	---	---	
4	444	8	---	---	---	---	
4	445	8	---	---	---	---	
4	446	8	1	1	13	1a	
4	447	8	1	14	24	1b	
4	447	8	2	1	10	1b	
4	448	8	2	11	25	2a	
4	448	8	3	1	3	2a	
4	449	8	3	4	21	2b	
4	449	8	4	1	1	2b	
4	450	8	4	2	16	3a	
4	450	8	5	1	5	3a	
4	451	8	5	6	31	3b	
4	452	8	5	32	56	4a	
4	453	8	5	57	60	4b	
4	453	8	6	1	19	4b	
4	454	8	6	20	39	5a	
4	454	8	7	1	1	5a	
4	455	8	7	2	16	5b	
4	456	8	7	17	28	6a	
4	456	8	8	1	6	6a	
4	457	8	8	7	27	6b	
4	458	8	8	28	31	7a	
4	458	8	9	1	18	7a	
4	459	8	9	19	40	7b	
4	460	8	9	41	66	8a	
4	461	8	9	67	88	8b	
4	462	8	9	89	97	9a	
4	462	8	10	1	13	9a	
4	463	8	10	14	36	9b	
4	464	8	10	37	56	10a	
4	464	8	11	1	1	10a	
4	465	8	11	2	25	10b	
4	466	8	11	26	43	11a	
4	466	8	12	1	5	11a	
4	467	8	12	6	27	11b	
4	468	8	12	28	45	12a	
4	468	8	13	1	3	12a	
4	469	8	13	4	28	12b	
4	470	8	13	29	38	13a	
4	470	8	14	1	12	13a	
4	471	8	14	13	36	13b	
4	472	8	14	37	39	14a	
4	472	8	15	1	22	14a	
4	473	8	15	23	44	14b	
4	473	8	16	1	1	14b	
4	474	8	16	2	22	15a	
4	475	8	16	23	47	15b	
4	476	8	16	48	51	16a	
4	476	8	17	1	13	16a	
4	477	8	17	14	26	16b	
4	477	8	18	1	4	16b	
4	478	8	18	5	18	17a	
4	479	8	18	19	25	17b	
4	479	8	19	1	10	17b	
4	480	8	19	11	34	18a	
4	481	8	19	35	58	18b	
4	482	8	20	1	21	19a	
4	483	8	20	22	40	19b	
4	484	8	20	41	51	20a	
4	484	8	21	1	4	20a	
4	485	8	21	5	27	20b	
4	486	8	21	28	40	21a	
4	486	8	22	1	7	21a	
4	487	8	22	8	30	21b	
4	487	8	23	1	1	21b	
4	488	8	23	2	22	22a	
4	488	8	24	1	4	22a	
4	489	8	24	5	30	22b	
4	490	8	24	31	56	23a	
4	491	8	24	57	78	23b	
4	491	8	25	1	1	23b	
4	492	8	25	2	27	24a	
4	493	8	25	28	43	24b	
4	493	8	26	1	6	24b	
4	494	8	26	7	32	25a	
4	495	8	26	33	38	25b	
4	495	8	27	1	19	25b	
4	496	8	27	20	42	26a	
4	497	8	28	1	25	26b	
4	498	8	28	26	48	27a	
4	499	8	28	49	49	27b	
4	499	8	29	1	22	27b	
4	500	8	29	23	36	28a	
4	500	8	30	1	8	28a	
4	501	8	30	9	30	28b	
4	502	8	30	31	44	29a	
4	502	8	31	1	6	29a	
4	503	8	31	7	27	29b	
4	504	8	31	28	48	30a	
4	505	8	31	49	71	30b	
4	506	8	31	72	73	31a	
4	506	8	32	1	21	31a	
4	507	8	32	22	44	31b	
4	508	8	32	45	65	32a	
4	509	8	32	66	66	32b	
4	509	8	33	1	21	32b	
4	510	8	33	22	47	33a	
4	511	8	33	48	63	33b	
4	511	8	34	1	4	33b	
4	512	8	34	5	22	34a	
4	513	8	34	23	38	34b	
4	514	8	34	39	60	35a	
4	515	8	34	61	84	35b	
4	516	8	34	85	110	36a	
4	517	8	34	111	134	36b	
4	518	8	34	135	159	37a	
4	519	8	34	160	162	37b	
4	519	8	35	1	20	37b	
4	520	8	35	21	42	38a	
4	521	8	35	43	48	38b	
4	521	8	36	1	15	38b	
4	522	8	36	16	33	39a	
4	522	8	37	1	4	39a	
4	523	8	37	5	22	39b	
4	524	8	37	23	38	40a	
4	525	8	37	39	45	40b	
4	525	8	38	1	10	40b	
4	526	8	38	11	26	41a	
4	526	8	39	1	5	41a	
4	527	8	39	6	27	41b	
4	528	8	39	28	35	42a	
4	528	8	40	1	14	42a	
4	529	8	40	15	35	42b	
4	530	8	40	36	55	43a	
4	531	8	40	56	56	43b	
4	531	8	41	1	20	43b	
4	532	8	41	21	37	44a	
4	533	8	41	38	59	44b	
4	534	8	41	60	85	45a	
4	535	8	41	86	87	45b	
4	535	8	42	1	16	45b	
4	536	8	42	17	31	46a	
4	537	8	42	32	49	46b	
4	538	8	42	50	50	47a	
4	538	8	43	1	9	47a	
4	538	8	44	1	8	47a	
4	539	8	44	9	28	47b	
4	540	8	44	29	47	48a	
4	541	8	45	1	18	48b	
4	542	8	45	19	33	49a	
4	543	8	45	34	48	49b	
4	543	8	46	1	2	49b	
4	544	8	46	3	27	50a	
4	545	8	46	28	47	50b	
4	546	8	46	48	71	51a	
4	547	8	46	72	87	51b	
4	547	8	47	1	7	51b	
4	548	8	47	8	23	52a	
4	548	8	48	1	6	52a	
4	549	8	48	7	32	52b	
4	550	8	48	33	58	53a	
4	551	8	48	59	66	53b	
4	551	8	49	1	14	53b	
4	552	8	49	15	40	54a	
4	553	8	49	41	66	54b	
4	554	8	49	67	91	55a	
4	555	8	49	92	92	55b	
4	555	8	50	1	23	55b	
4	556	8	50	24	47	56a	
4	557	8	50	48	49	56b	
4	557	8	51	1	21	56b	
4	558	8	51	22	47	57a	
4	559	8	51	48	73	57b	
4	560	8	51	74	81	58a	
4	560	8	52	1	17	58a	
4	561	8	52	18	41	58b	
4	562	8	52	42	42	59a	
4	562	8	53	1	23	59a	
4	563	8	53	24	46	59b	
4	564	8	54	1	27	60a	
4	565	8	54	28	42	60b	
4	565	8	55	1	8	60b	
4	566	8	55	9	34	61a	
4	567	8	55	35	39	61b	
4	567	8	56	1	18	61b	
4	568	8	56	19	44	62a	
4	569	8	56	45	70	62b	
4	570	8	56	71	97	63a	
4	570x	8	---	---	---	63b	no scan
4	570x	8	---	---	---	64a	no scan
4	571	8	57	1	17	64b	
4	571	8	58	1	4	64b	
4	572	8	58	5	27	65a	
4	573	8	58	28	51	65b	
4	574	8	58	52	52	66a	
4	574	8	59	1	23	66a	
4	575	8	59	24	49	66b	
4	576	8	59	50	67	67a	
4	576	8	60	1	5	67a	
4	577	8	60	6	28	67b	
4	578	8	60	29	52	68a	
4	579	8	60	53	78	68b	
4	580	8	60	79	92	69a	
4	580	8	61	1	10	69a	
4	581	8	61	11	36	69b	
4	582	8	61	37	63	70a	
4	583	8	61	64	74	70b	
4	583	8	62	1	12	70b	
4	584	8	62	13	34	71a	
4	584	8	63	1	2	71a	
4	585	8	63	3	28	71b	
4	586	8	63	29	37	72a	
4	586	8	64	1	14	72a	
4	587	8	64	15	39	72b	
4	588	8	64	40	65	73a	
4	589	8	64	66	70	73b	
4	589	8	65	1	13	73b	
4	590	8	65	14	23	74a	
4	590	8	66	1	10	74a	
4	591	8	66	11	33	74b	
4	592	8	66	34	48	75a	
4	592	8	67	1	2	75a	
4	593	8	67	3	20	75b	
4	594	8	67	21	23	76a	
4	594	8	68	1	16	76a	
4	595	8	68	17	30	76b	
4	595	8	69	1	3	76b	
4	596	8	69	4	25	77a	
4	597	8	69	26	48	77b	
4	598	8	69	49	65	78a	
4	599	8	69	66	84	78b	
4	600	8	69	85	88	79a	
4	600	8	70	1	13	79a	
4	601	8	70	14	30	79b	
4	602	8	70	31	50	80a	
4	603	8	70	51	60	80b	
4	603	8	71	1	12	80b	
4	604	8	71	13	37	81a	
4	605	8	71	38	40	81b	
4	605	8	72	1	20	81b	
4	606	8	72	21	40	82a	
4	607	8	73	1	26	82b	
4	608	8	73	27	50	83a	
4	609	8	73	51	76	83b	
4	610	8	73	77	101	84a	
4	611	8	73	102	125	84b	
4	612	8	74	1	24	85a	
4	613	8	74	25	49	85b	
4	614	8	74	50	58	86a	
4	614	8	75	1	9	86a	
4	615	8	75	10	17	86b	
4	615	8	76	1	10	86b	
4	616	8	76	11	29	87a	
4	617	8	76	30	40	87b	
4	617	8	77	1	7	87b	
4	618	8	77	8	32	88a	
4	619	8	77	33	58	88b	
